neutral	outlier_pcadapt	outlier_outflanck	outlier_bayescan
AX-578085172			
AX-578085171			
AX-578082099			
AX-578082096			
AX-578191418			
AX-578227556			
AX-578191416			
AX-578227552			
AX-578191420			
AX-578189334			
AX-578185168			
AX-578105907			
AX-578145310			
AX-578145312			
AX-578132971			
AX-578132972			
AX-578154123			
AX-578203386			
AX-578179876			
AX-578093648			
AX-578172930			
AX-578228888			
AX-578228887			
AX-578190627			
AX-578190628			
AX-578182012			
AX-578186940			
AX-578107682			
AX-578146164			
AX-578225373			
AX-578186945			
AX-578107688			
AX-578225375			
AX-578146168			
AX-578146169			
AX-578107698			
AX-578202239			
AX-578153538			
AX-578232745			
AX-578202237			
AX-578132361			
AX-578237267			
AX-578132364			
AX-578158057			
AX-578132366			
AX-578211578			
AX-578237264			
AX-578132359			
AX-578225701			
AX-578146496			
AX-578225700			
AX-578108297			
AX-578187556			
AX-578187550			
AX-578215383			
AX-578086416			
AX-578182865			
AX-578103603			
AX-578103605			
AX-578103597			
AX-578103029			
AX-578097018			
AX-578220209			
AX-578097021			
AX-578136356			
AX-578185028			
AX-578224420			
AX-578105754			
AX-578145213			
AX-578185022			
AX-578196433			
AX-578230026			
AX-578230016			
AX-578150810			
AX-578150811			
AX-578230021			
AX-578150813			
AX-578230027			
AX-578230028			
AX-578230029			
AX-578196439			
AX-578230030			
AX-578127041			
AX-578234699			
AX-578127045			
AX-578155494			
AX-578234703			
AX-578155487			
AX-578154708			
AX-578101799			
AX-578145154			
AX-578184889			
AX-578224364			
AX-578145157			
AX-578105629			
AX-578105630			
AX-578224369			
AX-578145163			
AX-578234762			
AX-578127199			
AX-578234763			
AX-578088199			
AX-578088200			
AX-578110315			
AX-578189572			
AX-578112973			
AX-578148792			
AX-578090693			
AX-578169977			
AX-578138149			
AX-578092212			
AX-578171499			
AX-578171502			
AX-578217988			
AX-578092228			
AX-578138781			
AX-578092229			
AX-578176162			
AX-578176163			
AX-578096884			
AX-578189728			
AX-578110473			
AX-578189730			
AX-578120514			
AX-578157672			
AX-578236883			
AX-578210770			
AX-578210765			
AX-578131551			
AX-578236881			
AX-578128613			
AX-578128614			
AX-578235410			
AX-578235412			
AX-578235413			
AX-578145179			
AX-578184944			
AX-578204332			
AX-578204333			
AX-578204334			
AX-578233730			
AX-578207371			
AX-578156005			
AX-578211845			
AX-578237428			
AX-578237429			
AX-578093666			
AX-578172951			
AX-578172957			
AX-578218608			
AX-578139401			
AX-578179661			
AX-578106865			
AX-578106866			
AX-578131814			
AX-578120690			
AX-578120687			
AX-578129641			
AX-578129642			
AX-578156711			
AX-578155023			
AX-578126070			
AX-578126071			
AX-578208951			
AX-578156743			
AX-578210940			
AX-578085793			
AX-578192963			
AX-578180312			
AX-578101040			
AX-578180311			
AX-578171401			
AX-578209615			
AX-578209616			
AX-578157088			
AX-578157089			
AX-578236300			
AX-578236302			
AX-578236303			
AX-578157094			
AX-578236305			
AX-578130393			
AX-578209613			
AX-578126244			
AX-578155124			
AX-578198629			
AX-578128246			
AX-578235259			
AX-578207460			
AX-578114809			
AX-578194055			
AX-578194057			
AX-578194058			
AX-578199455			
AX-578199452			
AX-578199453			
AX-578152244			
AX-578118794			
AX-578118796			
AX-578198039			
AX-578203650			
AX-578203800			
AX-578154309			
AX-578233517			
AX-578142437			
AX-578142438			
AX-578142439			
AX-578179105			
AX-578221643			
AX-578106720			
AX-578224952			
AX-578106724			
AX-578224956			
AX-578185986			
AX-578185987			
AX-578185988			
AX-578145749			
AX-578106729			
AX-578145750			
AX-578185978			
AX-578145740			
AX-578145742			
AX-578185979			
AX-578115081			
AX-578115082			
AX-578115085			
AX-578228995			
AX-578142076			
AX-578221284			
AX-578221285			
AX-578178380			
AX-578099111			
AX-578178383			
AX-578099114			
AX-578099115			
AX-578221288			
AX-578142082			
AX-578221277			
AX-578178376			
AX-578142072			
AX-578142073			
AX-578123563			
AX-578202794			
AX-578160556			
AX-578081237			
AX-578081238			
AX-578212999			
AX-578133790			
AX-578213001			
AX-578081241			
AX-578133793			
AX-578166534			
AX-578215736			
AX-578087228			
AX-578166521			
AX-578215734			
AX-578215735			
AX-578166533			
AX-578138944			
AX-578138945			
AX-578092542			
AX-578218154			
AX-578228125			
AX-578114725			
AX-578114726			
AX-578193972			
AX-578114728			
AX-578193976			
AX-578151392			
AX-578152039			
AX-578228581			
AX-578193442			
AX-578149374			
AX-578120423			
AX-578199661			
AX-578152332			
AX-578199644			
AX-578120417			
AX-578231542			
AX-578152690			
AX-578231899			
AX-578237963			
AX-578133704			
AX-578158746			
AX-578133705			
AX-578237961			
AX-578168422			
AX-578168423			
AX-578202809			
AX-578153808			
AX-578202802			
AX-578153807			
AX-578202805			
AX-578110631			
AX-578163100			
AX-578214224			
AX-578135015			
AX-578148090			
AX-578227300			
AX-578237796			
AX-578237794			
AX-578158584			
AX-578212584			
AX-578227340			
AX-578148133			
AX-578227342			
AX-578111754			
AX-578203604			
AX-578203606			
AX-578148384			
AX-578227593			
AX-578148387			
AX-578112242			
AX-578227666			
AX-578112388			
AX-578148459			
AX-578112392			
AX-578191648			
AX-578112395			
AX-578148456			
AX-578148457			
AX-578088337			
AX-578151601			
AX-578198092			
AX-578151602			
AX-578230811			
AX-578151605			
AX-578151606			
AX-578151607			
AX-578190727			
AX-578225765			
AX-578146554			
AX-578213434			
AX-578213442			
AX-578161507			
AX-578213444			
AX-578134235			
AX-578213429			
AX-578134220			
AX-578213431			
AX-578213432			
AX-578161494			
AX-578082186			
AX-578082189			
AX-578134225			
AX-578134226			
AX-578134228			
AX-578213439			
AX-578082194			
AX-578119805			
AX-578119803			
AX-578177803			
AX-578154608			
AX-578154609			
AX-578184358			
AX-578184359			
AX-578201703			
AX-578229265			
AX-578150060			
AX-578194837			
AX-578229269			
AX-578229255			
AX-578115583			
AX-578194828			
AX-578115586			
AX-578229257			
AX-578229258			
AX-578115587			
AX-578150053			
AX-578150054			
AX-578229263			
AX-578150056			
AX-578229266			
AX-578085992			
AX-578085996			
AX-578165297			
AX-578165298			
AX-578212188			
AX-578135661			
AX-578214871			
AX-578214872			
AX-578135664			
AX-578085274			
AX-578085275			
AX-578085276			
AX-578135667			
AX-578214877			
AX-578187214			
AX-578202874			
AX-578123647			
AX-578235305			
AX-578182222			
AX-578188283			
AX-578188284			
AX-578146827			
AX-578226036			
AX-578226031			
AX-578131736			
AX-578210949			
AX-578211009			
AX-578211010			
AX-578105666			
AX-578128587			
AX-578128589			
AX-578207808			
AX-578235408			
AX-578156195			
AX-578128594			
AX-578128596			
AX-578202926			
AX-578123699			
AX-578111216			
AX-578147877			
AX-578224379			
AX-578101239			
AX-578222301			
AX-578180512			
AX-578222303			
AX-578228781			
AX-578193861			
AX-578148503			
AX-578148506			
AX-578227716			
AX-578191769			
AX-578109222			
AX-578094886			
AX-578110384			
AX-578189643			
AX-578189645			
AX-578131904			
AX-578229427			
AX-578115988			
AX-578229428			
AX-578195229			
AX-578195233			
AX-578218921			
AX-578173523			
AX-578094240			
AX-578197666			
AX-578151365			
AX-578230574			
AX-578151367			
AX-578118422			
AX-578118423			
AX-578118424			
AX-578197668			
AX-578151368			
AX-578235291			
AX-578231816			
AX-578152610			
AX-578180780			
AX-578101513			
AX-578101515			
AX-578180785			
AX-578161618			
AX-578168892			
AX-578145771			
AX-578224980			
AX-578224981			
AX-578224982			
AX-578186082			
AX-578106824			
AX-578145775			
AX-578186088			
AX-578106829			
AX-578222202			
AX-578180340			
AX-578222203			
AX-578180344			
AX-578180345			
AX-578101078			
AX-578180348			
AX-578163282			
AX-578113502			
AX-578192754			
AX-578148964			
AX-578192755			
AX-578192757			
AX-578148965			
AX-578113498			
AX-578228167			
AX-578228169			
AX-578096326			
AX-578096327			
AX-578096328			
AX-578140638			
AX-578219847			
AX-578175610			
AX-578175611			
AX-578140642			
AX-578177847			
AX-578102762			
AX-578182016			
AX-578182021			
AX-578206842			
AX-578127627			
AX-578206845			
AX-578234928			
AX-578234929			
AX-578127632			
AX-578206851			
AX-578206841			
AX-578183091			
AX-578183088			
AX-578144266			
AX-578130988			
AX-578210205			
AX-578236639			
AX-578157430			
AX-578236641			
AX-578236642			
AX-578130993			
AX-578133361			
AX-578212573			
AX-578133365			
AX-578158562			
AX-578133357			
AX-578158564			
AX-578237778			
AX-578158570			
AX-578178340			
AX-578178341			
AX-578142056			
AX-578178334			
AX-578099072			
AX-578174180			
AX-578143548			
AX-578143546			
AX-578143547			
AX-578181539			
AX-578143549			
AX-578222757			
AX-578102277			
AX-578143543			
AX-578181532			
AX-578099358			
AX-578099360			
AX-578142194			
AX-578099353			
AX-578178622			
AX-578099355			
AX-578118944			
AX-578118945			
AX-578118948			
AX-578180291			
AX-578101013			
AX-578180283			
AX-578222168			
AX-578180285			
AX-578180287			
AX-578101021			
AX-578180279			
AX-578222164			
AX-578142959			
AX-578226958			
AX-578147752			
AX-578110921			
AX-578147753			
AX-578226962			
AX-578190527			
AX-578176974			
AX-578141343			
AX-578176978			
AX-578084318			
AX-578163623			
AX-578135260			
AX-578135261			
AX-578163613			
AX-578163617			
AX-578163618			
AX-578214474			
AX-578216781			
AX-578216782			
AX-578137563			
AX-578216776			
AX-578137569			
AX-578216779			
AX-578168751			
AX-578216780			
AX-578168753			
AX-578089467			
AX-578168755			
AX-578191217			
AX-578208098			
AX-578156314			
AX-578235526			
AX-578096870			
AX-578220121			
AX-578140266			
AX-578174808			
AX-578219473			
AX-578095535			
AX-578095541			
AX-578095544			
AX-578140260			
AX-578140261			
AX-578174806			
AX-578088398			
AX-578216294			
AX-578088399			
AX-578088400			
AX-578137087			
AX-578216293			
AX-578195076			
AX-578115837			
AX-578133702			
AX-578158744			
AX-578133700			
AX-578211884			
AX-578100630			
AX-578100624			
AX-578141748			
AX-578220952			
AX-578220949			
AX-578141743			
AX-578220954			
AX-578141749			
AX-578203550			
AX-578124323			
AX-578203552			
AX-578233393			
AX-578203537			
AX-578203541			
AX-578124314			
AX-578203545			
AX-578235819			
AX-578156610			
AX-578156611			
AX-578208623			
AX-578176781			
AX-578097504			
AX-578176783			
AX-578176785			
AX-578141247			
AX-578220457			
AX-578220458			
AX-578097496			
AX-578097497			
AX-578220459			
AX-578141252			
AX-578190752			
AX-578111505			
AX-578161866			
AX-578082557			
AX-578082560			
AX-578213596			
AX-578213597			
AX-578213599			
AX-578134383			
AX-578154130			
AX-578233340			
AX-578154134			
AX-578203398			
AX-578092108			
AX-578164860			
AX-578164850			
AX-578085550			
AX-578186327			
AX-578186328			
AX-578167695			
AX-578165254			
AX-578165255			
AX-578195689			
AX-578229288			
AX-578229291			
AX-578194898			
AX-578115658			
AX-578117402			
AX-578113768			
AX-578149122			
AX-578228338			
AX-578220306			
AX-578097238			
AX-578176519			
AX-578097241			
AX-578220312			
AX-578176526			
AX-578182779			
AX-578223329			
AX-578103518			
AX-578164118			
AX-578231891			
AX-578200361			
AX-578200359			
AX-578231892			
AX-578091257			
AX-578217572			
AX-578138365			
AX-578170536			
AX-578170537			
AX-578223893			
AX-578104600			
AX-578104583			
AX-578144679			
AX-578223890			
AX-578144034			
AX-578103353			
AX-578182618			
AX-578182619			
AX-578103348			
AX-578223239			
AX-578223240			
AX-578182615			
AX-578144035			
AX-578081195			
AX-578093609			
AX-578101829			
AX-578222547			
AX-578222548			
AX-578143342			
AX-578101830			
AX-578181094			
AX-578106344			
AX-578185606			
AX-578216423			
AX-578167986			
AX-578128221			
AX-578128222			
AX-578166215			
AX-578199466			
AX-578199468			
AX-578199474			
AX-578153308			
AX-578122447			
AX-578122448			
AX-578234449			
AX-578113239			
AX-578192495			
AX-578151523			
AX-578167128			
AX-578167125			
AX-578185477			
AX-578145472			
AX-578185471			
AX-578086680			
AX-578086673			
AX-578096465			
AX-578096466			
AX-578111391			
AX-578190645			
AX-578190638			
AX-578144644			
AX-578104511			
AX-578133277			
AX-578133278			
AX-578237739			
AX-578121108			
AX-578125966			
AX-578153130			
AX-578122049			
AX-578087486			
AX-578202932			
AX-578195838			
AX-578116598			
AX-578195841			
AX-578229727			
AX-578116602			
AX-578195845			
AX-578116605			
AX-578201486			
AX-578201487			
AX-578155683			
AX-578155685			
AX-578127516			
AX-578090874			
AX-578217412			
AX-578217413			
AX-578090879			
AX-578170163			
AX-578170151			
AX-578090869			
AX-578138202			
AX-578182451			
AX-578182452			
AX-578143971			
AX-578194003			
AX-578194006			
AX-578149626			
AX-578184452			
AX-578144954			
AX-578150199			
AX-578234307			
AX-578234305			
AX-578205409			
AX-578234308			
AX-578183685			
AX-578104423			
AX-578104424			
AX-578104425			
AX-578183690			
AX-578104427			
AX-578183693			
AX-578182858			
AX-578223365			
AX-578144159			
AX-578103590			
AX-578144157			
AX-578103592			
AX-578119915			
AX-578231305			
AX-578192086			
AX-578118625			
AX-578197868			
AX-578195867			
AX-578154805			
AX-578204851			
AX-578204852			
AX-578154806			
AX-578103264			
AX-578182529			
AX-578125007			
AX-578121700			
AX-578200934			
AX-578121702			
AX-578102347			
AX-578102346			
AX-578222790			
AX-578143584			
AX-578143587			
AX-578222795			
AX-578147729			
AX-578226938			
AX-578110862			
AX-578147731			
AX-578111601			
AX-578190857			
AX-578190862			
AX-578217319			
AX-578138112			
AX-578169831			
AX-578138107			
AX-578219268			
AX-578109068			
AX-578109069			
AX-578090669			
AX-578179564			
AX-578100298			
AX-578179568			
AX-578093082			
AX-578093083			
AX-578224224			
AX-578145017			
AX-578145018			
AX-578184570			
AX-578145008			
AX-578145009			
AX-578224220			
AX-578184561			
AX-578145014			
AX-578184564			
AX-578224223			
AX-578184567			
AX-578182171			
AX-578182174			
AX-578182175			
AX-578162807			
AX-578201638			
AX-578232507			
AX-578187460			
AX-578108203			
AX-578213014			
AX-578081278			
AX-578213015			
AX-578081283			
AX-578133806			
AX-578133807			
AX-578213018			
AX-578098484			
AX-578183953			
AX-578183954			
AX-578152565			
AX-578152566			
AX-578152564			
AX-578231774			
AX-578200101			
AX-578120855			
AX-578221539			
AX-578178914			
AX-578142326			
AX-578138181			
AX-578217390			
AX-578170079			
AX-578090803			
AX-578228727			
AX-578114475			
AX-578193726			
AX-578228725			
AX-578193729			
AX-578114481			
AX-578114482			
AX-578228726			
AX-578196428			
AX-578150804			
AX-578131401			
AX-578154681			
AX-578154682			
AX-578154683			
AX-578204692			
AX-578125458			
AX-578233884			
AX-578154679			
AX-578204688			
AX-578195765			
AX-578203804			
AX-578233518			
AX-578124579			
AX-578182535			
AX-578143992			
AX-578192246			
AX-578170209			
AX-578217419			
AX-578229329			
AX-578194995			
AX-578194994			
AX-578187406			
AX-578232619			
AX-578201952			
AX-578084093			
AX-578163399			
AX-578211292			
AX-578109052			
AX-578188308			
AX-578146836			
AX-578081690			
AX-578161004			
AX-578213210			
AX-578081684			
AX-578206336			
AX-578127119			
AX-578092338			
AX-578092340			
AX-578149469			
AX-578149466			
AX-578193642			
AX-578228678			
AX-578193649			
AX-578114383			
AX-578149463			
AX-578114388			
AX-578211561			
AX-578211562			
AX-578184704			
AX-578150850			
AX-578196499			
AX-578122978			
AX-578186232			
AX-578186233			
AX-578145867			
AX-578212092			
AX-578212091			
AX-578155935			
AX-578207239			
AX-578155934			
AX-578235145			
AX-578155938			
AX-578155939			
AX-578235148			
AX-578155941			
AX-578207240			
AX-578207242			
AX-578173308			
AX-578173313			
AX-578149504			
AX-578149505			
AX-578114450			
AX-578114451			
AX-578193701			
AX-578114453			
AX-578134459			
AX-578082687			
AX-578139611			
AX-578139609			
AX-578173334			
AX-578173325			
AX-578139602			
AX-578094044			
AX-578173327			
AX-578139605			
AX-578139606			
AX-578173329			
AX-578173330			
AX-578139607			
AX-578094050			
AX-578139037			
AX-578161808			
AX-578134369			
AX-578161805			
AX-578101479			
AX-578222418			
AX-578180750			
AX-578173702			
AX-578094421			
AX-578139786			
AX-578139789			
AX-578218998			
AX-578173707			
AX-578094427			
AX-578219979			
AX-578219981			
AX-578140774			
AX-578175889			
AX-578175890			
AX-578140775			
AX-578140760			
AX-578219970			
AX-578219971			
AX-578096598			
AX-578219972			
AX-578140765			
AX-578096599			
AX-578096600			
AX-578140766			
AX-578140767			
AX-578219977			
AX-578117838			
AX-578117840			
AX-578142838			
AX-578180007			
AX-578166501			
AX-578136507			
AX-578215721			
AX-578166502			
AX-578136508			
AX-578166486			
AX-578087195			
AX-578215719			
AX-578136511			
AX-578166497			
AX-578215471			
AX-578215473			
AX-578165995			
AX-578086702			
AX-578165999			
AX-578109595			
AX-578226320			
AX-578147113			
AX-578206071			
AX-578126850			
AX-578155399			
AX-578155400			
AX-578155401			
AX-578234610			
AX-578206074			
AX-578169860			
AX-578136142			
AX-578136143			
AX-578165654			
AX-578086360			
AX-578217172			
AX-578217174			
AX-578217175			
AX-578217160			
AX-578137954			
AX-578169589			
AX-578217164			
AX-578090304			
AX-578217165			
AX-578090307			
AX-578217166			
AX-578137959			
AX-578137960			
AX-578217170			
AX-578148798			
AX-578192401			
AX-578148793			
AX-578148797			
AX-578223044			
